model,accuracy,log_loss,brier
xgboost,0.6126772894414289,0.8594812933319763,0.5042384542237001
baseline: class priors,0.47977587112589737,1.0492928267266377,0.6326152628206708
baseline: majority class,0.47977587112589737,17.96790486241983,1.0404482577482057
